Site,Product Name,Price
Flipkart,"SAMSUNG Galaxy S23 Ultra 5G (Green, 256 GB)","₹73,779"
Flipkart,"SAMSUNG Galaxy S23 Ultra 5G (Phantom Black, 256 GB)","₹73,745"
Flipkart,"SAMSUNG Galaxy S23 Ultra 5G (Cream, 256 GB)","₹75,790"
